ID;post_author;post_date;post_date_gmt;post_content;post_title;post_excerpt;post_status;comment_status;ping_status;post_password;post_name;to_ping;pinged;post_modified;post_modified_gmt;post_content_filtered;post_parent;guid;menu_order;post_type;post_mime_type;comment_count
1059;1;2013-04-14 16:39:30;2013-04-14 14:39:30;"";BHo7fh-CUAA5J881;"";inherit;open;open;"";bho7fh-cuaa5j881;"";"";2017-07-17 12:35:56;2017-07-17 10:35:56;"";0;http://am-news.local/wp-content/uploads/2013/04/BHo7fh-CUAA5J881.jpg;0;attachment;image/jpeg;0
1070;1;2013-04-15 07:37:28;2013-04-15 05:37:28;"";BH3o_4RCcAAz_kW;"";inherit;open;open;"";bh3o_4rccaaz_kw;"";"";2017-07-17 12:35:58;2017-07-17 10:35:58;"";0;http://am-news.local/wp-content/uploads/2013/04/BH3o_4RCcAAz_kW.jpg;0;attachment;image/jpeg;0
1138;1;2013-04-21 12:04:10;2013-04-21 10:04:10;"";BIVW7mUCAAEA8lV;"";inherit;open;open;"";bivw7mucaaea8lv;"";"";2017-07-17 12:35:48;2017-07-17 10:35:48;"";0;http://am-news.local/wp-content/uploads/2013/04/BIVW7mUCAAEA8lV.jpg;0;attachment;image/jpeg;0
1143;1;2017-08-23 13:04:50;0000-00-00 00:00:00;"Derzeit bin ich mal wieder auf Jobsuche.
Seit ca. 1 Monat suche ich etwas, aber finde nicht unbedingt etwas passendes in meiner unmittelbaren Nähe. - In Magdeburg oder etwas was ich von hier aus machen kann. <!--more-->

Am besten ist es sich meinen Lebenslauf, sowie einige andere wichtige Dokumente aus der <a title=""Downloads"" href=""http://am-news.eu/downloads/"">Downloadarea</a> runterzuladen.

Außerdem kannst man sich dort oder auch in den <a title=""Referenzen"" href=""http://am-news.eu/referenzen/"">Referenzen</a> ein Bild über meine nachfolgend ausgelisteten Fähigkeiten machen.

Hier eine lose Auflistung meiner Fähigkeiten/Wissen:
<ul>
 	<li><span style=""line-height: 13px;"">Betriebswirtschaftlehre</span></li>
 	<li>Volkswirtschaftslehre</li>
 	<li>Personalwesen</li>
 	<li>Marketing</li>
 	<li>HTML/CSS  - PSD2HTML</li>
 	<li>JavaScript (jQuery)</li>
 	<li>PHP</li>
 	<li>WordPress - Templating</li>
 	<li>Joomla</li>
 	<li><a href=""http://typo3.org/"">Typo3</a></li>
 	<li><a title=""Sally CMS"" href=""http://www.sallycms.de/"">Sally</a></li>
 	<li>Delphi</li>
 	<li><a title=""ECDL"" href=""https://docs.google.com/open?id=0B3DDCmiW_B8HbzhIeHBoUUI3N1U"">ECDL</a></li>
 	<li>ITIL Foundation 2011</li>
 	<li>Windows Desktop (XP - 7)</li>
 	<li>Windows Server (2003 R2 -2008 R2) inkl. Active Directory, Group Policies</li>
 	<li>Exchange 2003</li>
 	<li>Windows SBS 2003/2008</li>
 	<li><a title=""MS ISA"" href=""http://de.wikipedia.org/wiki/Microsoft_Internet_Security_and_Acceleration_Server"">Microsoft ISA</a> 2003</li>
 	<li>Linux (Debian, Fedora, Archlinux) - WebServer, FTP, Mail, Samba</li>
 	<li>Office 2002, 2003 , 2007, 2010  - <em>Word (fortgeschritten), Excel (fortgeschritten),  PowerPoint,  Outlook, Access, Visio, Project</em></li>
 	<li>macOS</li>
 	<li>Englisch</li>
 	<li>Französisch (Grundkenntnisse)</li>
 	<li>Social Media (Facebookfanpages, Twitter)</li>
 	<li>InDesign</li>
 	<li>Layout</li>
 	<li>Callcentererfahrung
<ul>
 	<li>Outbound - Marktforschung</li>
 	<li>Kundenservice (B2C - technisch)</li>
</ul>
</li>
 	<li>POS - Befragung</li>
</ul>
Falls noch Fragen bestehen - einfach über das <a title=""Kontakt"" href=""http://am-news.eu/kontakt/"">Kontaktformular</a> eine Mail schreiben oder mich unter <a href=""callto:+4915207797683"">015207797683</a> kontaktieren. Oder über die üblichen SocialMediaKanäle.";Jobsuche - Kentnisse;"";draft;open;open;"";"";"";"";2017-08-23 13:04:50;2017-08-23 11:04:50;"";0;http://am-news.eu/?p=1143;0;post;"";0
1216;1;2013-04-24 10:57:34;2013-04-24 08:57:34;"";BImqnO9CUAAoQTZ;"";inherit;open;open;"";bimqno9cuaaoqtz;"";"";2017-07-17 12:35:46;2017-07-17 10:35:46;"";0;http://am-news.local/wp-content/uploads/2013/04/BImqnO9CUAAoQTZ.jpg;0;attachment;image/jpeg;0
1258;1;2013-04-26 08:24:19;2013-04-26 06:24:19;"";BIwYqYLCUAArhCT;"";inherit;open;open;"";biwyqylcuaarhct;"";"";2017-07-17 12:35:46;2017-07-17 10:35:46;"";0;http://am-news.local/wp-content/uploads/2013/04/BIwYqYLCUAArhCT.png;0;attachment;image/png;0
1318;1;2013-04-26 15:17:28;2013-04-26 13:17:28;"";BIx6_aACQAEd495;"";inherit;open;open;"";bix6_aacqaed495;"";"";2017-07-17 12:35:45;2017-07-17 10:35:45;"";0;http://am-news.local/wp-content/uploads/2013/04/BIx6_aACQAEd495.png;0;attachment;image/png;0
1342;1;2013-04-26 18:28:45;2013-04-26 16:28:45;"";BIyW1zhCEAAvfgJ;"";inherit;open;open;"";biyw1zhceaavfgj;"";"";2017-07-17 12:35:44;2017-07-17 10:35:44;"";0;http://am-news.local/wp-content/uploads/2013/04/BIyW1zhCEAAvfgJ.jpg;0;attachment;image/jpeg;0
1344;1;2013-04-26 18:28:45;2013-04-26 16:28:45;"";BIyjbbmCMAIRYC7;"";inherit;open;open;"";biyjbbmcmairyc7;"";"";2017-07-17 12:35:45;2017-07-17 10:35:45;"";0;http://am-news.local/wp-content/uploads/2013/04/BIyjbbmCMAIRYC7.jpg;0;attachment;image/jpeg;0
1361;1;2013-04-27 08:03:28;2013-04-27 06:03:28;"";BI1V5hUCcAAFE0Y;"";inherit;open;open;"";bi1v5huccaafe0y;"";"";2013-04-27 08:03:28;2013-04-27 06:03:28;"";0;http://am-news.local/wp-content/uploads/2013/04/BI1V5hUCcAAFE0Y.jpg;0;attachment;image/jpeg;0
1366;1;2013-04-27 15:36:09;2013-04-27 13:36:09;"";BI21hJmCMAA6WKl;"";inherit;open;open;"";bi21hjmcmaa6wkl;"";"";2017-07-17 12:35:43;2017-07-17 10:35:43;"";0;http://am-news.local/wp-content/uploads/2013/04/BI21hJmCMAA6WKl.jpg;0;attachment;image/jpeg;0
1376;1;2013-04-27 18:44:26;2013-04-27 16:44:26;"";BI3xf_3CYAA5hwE;"";inherit;open;open;"";bi3xf_3cyaa5hwe;"";"";2017-07-17 12:35:42;2017-07-17 10:35:42;"";0;http://am-news.local/wp-content/uploads/2013/04/BI3xf_3CYAA5hwE.png;0;attachment;image/png;0
1388;1;2013-04-27 19:59:47;2013-04-27 17:59:47;"";BI3-xAZCEAA_pgW;"";inherit;open;open;"";bi3-xazceaa_pgw;"";"";2017-07-17 12:35:41;2017-07-17 10:35:41;"";0;http://am-news.local/wp-content/uploads/2013/04/BI3-xAZCEAA_pgW.png;0;attachment;image/png;0
1390;1;2013-04-27 19:59:48;2013-04-27 17:59:48;"";BI3-p0ICEAEunEW;"";inherit;open;open;"";bi3-p0iceaeunew;"";"";2017-07-17 12:35:33;2017-07-17 10:35:33;"";0;http://am-news.local/wp-content/uploads/2013/04/BI3-p0ICEAEunEW.png;0;attachment;image/png;0
1403;1;2013-04-28 09:48:46;2013-04-28 07:48:46;"";BI65hKbCMAAWcJC;"";inherit;open;open;"";bi65hkbcmaawcjc;"";"";2017-07-17 12:35:33;2017-07-17 10:35:33;"";0;http://am-news.local/wp-content/uploads/2013/04/BI65hKbCMAAWcJC.jpg;0;attachment;image/jpeg;0
1438;1;2013-04-29 13:00:18;2013-04-29 11:00:18;"";BJAyxGZCUAAzNXP;"";inherit;open;open;"";bjayxgzcuaaznxp;"";"";2013-04-29 13:00:18;2013-04-29 11:00:18;"";0;http://am-news.local/wp-content/uploads/2013/04/BJAyxGZCUAAzNXP.jpg;0;attachment;image/jpeg;0
1527;1;2013-04-29 17:25:39;2013-04-29 15:25:39;"";BJBxpJaCcAA0cwS;"";inherit;open;open;"";bjbxpjaccaa0cws;"";"";2017-07-17 12:35:34;2017-07-17 10:35:34;"";0;http://am-news.local/wp-content/uploads/2013/04/BJBxpJaCcAA0cwS.jpg;0;attachment;image/jpeg;0
1530;1;2013-04-29 17:31:10;2013-04-29 15:31:10;"";BJB1PfACEAAgOY6;"";inherit;open;open;"";bjb1pfaceaagoy6;"";"";2017-07-17 12:35:35;2017-07-17 10:35:35;"";0;http://am-news.local/wp-content/uploads/2013/04/BJB1PfACEAAgOY6.jpg;0;attachment;image/jpeg;0
1535;1;2013-04-29 17:31:11;2013-04-29 15:31:11;"";BJB228NCIAA0NBj;"";inherit;open;open;"";bjb228nciaa0nbj;"";"";2017-07-17 12:35:36;2017-07-17 10:35:36;"";0;http://am-news.local/wp-content/uploads/2013/04/BJB228NCIAA0NBj.jpg;0;attachment;image/jpeg;0
1630;1;2013-04-30 14:14:09;2013-04-30 12:14:09;"";BJGTwJ_CEAEgTpT;"";inherit;open;open;"";bjgtwj_ceaegtpt;"";"";2017-07-17 12:35:38;2017-07-17 10:35:38;"";0;http://am-news.local/wp-content/uploads/2013/04/BJGTwJ_CEAEgTpT.jpg;0;attachment;image/jpeg;0
1682;1;2013-04-30 16:43:55;2013-04-30 14:43:55;"";BJGjAfdCIAAglGK;"";inherit;open;open;"";bjgjafdciaaglgk;"";"";2013-04-30 16:43:55;2013-04-30 14:43:55;"";0;http://am-news.local/wp-content/uploads/2013/04/BJGjAfdCIAAglGK.jpg;0;attachment;image/jpeg;0
1694;1;2013-04-30 17:06:54;2013-04-30 15:06:54;"";BJG4OCxCUAAYWtE;"";inherit;open;open;"";bjg4ocxcuaaywte;"";"";2017-07-17 12:35:39;2017-07-17 10:35:39;"";0;http://am-news.local/wp-content/uploads/2013/04/BJG4OCxCUAAYWtE.png;0;attachment;image/png;0
1700;1;2013-04-30 17:14:22;2013-04-30 15:14:22;"";BJG84iSCIAAJ_90;"";inherit;open;open;"";bjg84isciaaj_90;"";"";2017-07-17 12:35:40;2017-07-17 10:35:40;"";0;http://am-news.local/wp-content/uploads/2013/04/BJG84iSCIAAJ_90.jpg;0;attachment;image/jpeg;0
1750;1;2013-05-01 10:31:28;2013-05-01 08:31:28;"";BJKnW_dCUAAkI_0;"";inherit;open;open;"";bjknw_dcuaaki_0;"";"";2017-07-17 12:35:33;2017-07-17 10:35:33;"";0;http://am-news.local/wp-content/uploads/2013/05/BJKnW_dCUAAkI_0.jpg;0;attachment;image/jpeg;0
1755;1;2013-05-01 10:44:43;2013-05-01 08:44:43;"";BJIIyKHCMAAgEd0;"";inherit;open;open;"";bjiiykhcmaaged0;"";"";2017-07-17 12:35:33;2017-07-17 10:35:33;"";0;http://am-news.local/wp-content/uploads/2013/05/BJIIyKHCMAAgEd0.jpg;0;attachment;image/jpeg;0
1774;1;2013-05-01 12:02:29;2013-05-01 10:02:29;"";BJK-EWXCYAAvs4-;"";inherit;open;open;"";bjk-ewxcyaavs4;"";"";2017-07-17 12:35:33;2017-07-17 10:35:33;"";0;http://am-news.local/wp-content/uploads/2013/05/BJK-EWXCYAAvs4-.jpg;0;attachment;image/jpeg;0
1777;1;2013-05-01 12:21:38;2013-05-01 10:21:38;"";BJLBW4dCIAAx5QA;"";inherit;open;open;"";bjlbw4dciaax5qa;"";"";2017-07-17 12:35:33;2017-07-17 10:35:33;"";0;http://am-news.local/wp-content/uploads/2013/05/BJLBW4dCIAAx5QA.jpg;0;attachment;image/jpeg;0
1779;1;2013-05-01 12:21:39;2013-05-01 10:21:39;"";BJK_6brCcAAJu4F;"";inherit;open;open;"";bjk_6brccaaju4f;"";"";2017-07-17 12:35:32;2017-07-17 10:35:32;"";0;http://am-news.local/wp-content/uploads/2013/05/BJK_6brCcAAJu4F.jpg;0;attachment;image/jpeg;0
1804;1;2013-05-01 20:02:46;2013-05-01 18:02:46;"";BJMnQoyCIAANqNc;"";inherit;open;open;"";bjmnqoyciaanqnc;"";"";2017-07-17 12:35:32;2017-07-17 10:35:32;"";0;http://am-news.local/wp-content/uploads/2013/05/BJMnQoyCIAANqNc.jpg;0;attachment;image/jpeg;0
1807;1;2013-05-01 20:02:47;2013-05-01 18:02:47;"";BHwhEFzCIAArBRx;"";inherit;open;open;"";bhwhefzciaarbrx;"";"";2017-07-17 12:35:32;2017-07-17 10:35:32;"";0;http://am-news.local/wp-content/uploads/2013/05/BHwhEFzCIAArBRx.jpg;0;attachment;image/jpeg;0
1816;1;2013-05-01 20:31:36;2013-05-01 18:31:36;"";BJMjUGNCcAALd7F;"";inherit;open;open;"";bjmjugnccaald7f;"";"";2017-07-17 12:35:26;2017-07-17 10:35:26;"";0;http://am-news.local/wp-content/uploads/2013/05/BJMjUGNCcAALd7F.jpg;0;attachment;image/jpeg;0
1819;1;2013-05-01 20:31:37;2013-05-01 18:31:37;"";BJMZcu4CAAAJn17;"";inherit;open;open;"";bjmzcu4caaajn17;"";"";2017-07-17 12:35:26;2017-07-17 10:35:26;"";0;http://am-news.local/wp-content/uploads/2013/05/BJMZcu4CAAAJn17.jpg;0;attachment;image/jpeg;0
1828;1;2013-05-02 08:48:43;2013-05-02 06:48:43;"";BJMuprRCQAAtmz3;"";inherit;open;open;"";bjmuprrcqaatmz3;"";"";2017-07-17 12:35:25;2017-07-17 10:35:25;"";0;http://am-news.local/wp-content/uploads/2013/05/BJMuprRCQAAtmz3.jpg;0;attachment;image/jpeg;0
1852;1;2013-05-02 12:59:13;2013-05-02 10:59:13;"";BJQNV8ICcAEOVB7;"";inherit;open;open;"";bjqnv8iccaeovb7;"";"";2017-07-17 12:35:14;2017-07-17 10:35:14;"";0;http://am-news.local/wp-content/uploads/2013/05/BJQNV8ICcAEOVB7.jpg;0;attachment;image/jpeg;0
1860;1;2013-05-02 19:12:58;2013-05-02 17:12:58;"";BJRczezCcAAkzqI;"";inherit;open;open;"";bjrczezccaakzqi;"";"";2017-07-17 12:35:15;2017-07-17 10:35:15;"";0;http://am-news.local/wp-content/uploads/2013/05/BJRczezCcAAkzqI.jpg;0;attachment;image/jpeg;0
1906;1;2013-05-03 13:12:09;2013-05-03 11:12:09;"";BJUqVVMCMAAsiWw;"";inherit;open;open;"";bjuqvvmcmaasiww;"";"";2017-07-17 12:35:16;2017-07-17 10:35:16;"";0;http://am-news.local/wp-content/uploads/2013/05/BJUqVVMCMAAsiWw.jpg;0;attachment;image/jpeg;0
1919;1;2013-05-03 16:32:01;2013-05-03 14:32:01;"";BJWMUUhCAAAq_k9;"";inherit;open;open;"";bjwmuuhcaaaq_k9;"";"";2017-07-17 12:35:16;2017-07-17 10:35:16;"";0;http://am-news.local/wp-content/uploads/2013/05/BJWMUUhCAAAq_k9.png;0;attachment;image/png;0
1937;1;2013-05-03 19:44:20;2013-05-03 17:44:20;"";BJW3i_ACYAAdnPF;"";inherit;open;open;"";bjw3i_acyaadnpf;"";"";2017-07-17 12:35:17;2017-07-17 10:35:17;"";0;http://am-news.local/wp-content/uploads/2013/05/BJW3i_ACYAAdnPF.jpg;0;attachment;image/jpeg;0
1946;1;2013-05-04 10:12:18;2013-05-04 08:12:18;"";BCeqYrpCAAA-3A4;"";inherit;open;open;"";bceqyrpcaaa-3a4;"";"";2017-07-17 12:35:18;2017-07-17 10:35:18;"";0;http://am-news.local/wp-content/uploads/2013/05/BCeqYrpCAAA-3A4.jpg;0;attachment;image/jpeg;0
1957;1;2013-05-04 11:29:13;2013-05-04 09:29:13;"";BJaCzPqCUAAeMr0;"";inherit;open;open;"";bjaczpqcuaaemr0;"";"";2017-07-17 12:35:19;2017-07-17 10:35:19;"";0;http://am-news.local/wp-content/uploads/2013/05/BJaCzPqCUAAeMr0.jpg;0;attachment;image/jpeg;0
1960;1;2013-05-04 12:05:01;2013-05-04 10:05:01;"";BJaQ_jTCQAE8hHa;"";inherit;open;open;"";bjaq_jtcqae8hha;"";"";2017-07-17 12:35:20;2017-07-17 10:35:20;"";0;http://am-news.local/wp-content/uploads/2013/05/BJaQ_jTCQAE8hHa.jpg;0;attachment;image/jpeg;0
1985;1;2013-05-04 16:42:55;2013-05-04 14:42:55;"";BJbVDULCQAEs9xG;"";inherit;open;open;"";bjbvdulcqaes9xg;"";"";2017-07-17 12:35:22;2017-07-17 10:35:22;"";0;http://am-news.local/wp-content/uploads/2013/05/BJbVDULCQAEs9xG.jpg;0;attachment;image/jpeg;0
1999;1;2013-05-05 01:21:38;2013-05-04 23:21:38;"";BJbl2qSCIAEwhHJ;"";inherit;open;open;"";bjbl2qsciaewhhj;"";"";2017-07-17 12:35:23;2017-07-17 10:35:23;"";0;http://am-news.local/wp-content/uploads/2013/05/BJbl2qSCIAEwhHJ.jpg;0;attachment;image/jpeg;0
2014;1;2013-05-05 13:37:09;2013-05-05 11:37:09;"";BJf38oaCcAAGhRO;"";inherit;open;open;"";bjf38oaccaaghro;"";"";2017-07-17 12:35:12;2017-07-17 10:35:12;"";0;http://am-news.local/wp-content/uploads/2013/05/BJf38oaCcAAGhRO.png;0;attachment;image/png;0
2028;1;2013-05-05 20:40:00;2013-05-05 18:40:00;"";BJhS9QsCUAEzSym;"";inherit;open;open;"";bjhs9qscuaezsym;"";"";2017-07-17 12:35:11;2017-07-17 10:35:11;"";0;http://am-news.local/wp-content/uploads/2013/05/BJhS9QsCUAEzSym.jpg;0;attachment;image/jpeg;0
2030;1;2013-05-05 20:40:00;2013-05-05 18:40:00;"";BJhS9QsCUAEzSym1;"";inherit;open;open;"";bjhs9qscuaezsym1;"";"";2017-07-17 12:35:12;2017-07-17 10:35:12;"";0;http://am-news.local/wp-content/uploads/2013/05/BJhS9QsCUAEzSym1.jpg;0;attachment;image/jpeg;0
2125;1;2013-05-09 13:09:54;2013-05-09 11:09:54;"";BJ0I8xCCMAI9al5;"";inherit;open;open;"";bj0i8xccmai9al5;"";"";2017-07-17 12:35:10;2017-07-17 10:35:10;"";0;http://am-news.local/wp-content/uploads/2013/05/BJ0I8xCCMAI9al5.jpg;0;attachment;image/jpeg;0
2220;1;2013-05-12 01:38:45;2013-05-11 23:38:45;"";BKBOisHCIAEYVz3;"";inherit;open;open;"";bkboishciaeyvz3;"";"";2017-07-17 12:35:10;2017-07-17 10:35:10;"";0;http://am-news.local/wp-content/uploads/2013/05/BKBOisHCIAEYVz3.jpg;0;attachment;image/jpeg;0
2230;1;2013-05-12 01:38:46;2013-05-11 23:38:46;"";BKBJXtYCIAAjLiN;"";inherit;open;open;"";bkbjxtyciaajlin;"";"";2017-07-17 12:35:08;2017-07-17 10:35:08;"";0;http://am-news.local/wp-content/uploads/2013/05/BKBJXtYCIAAjLiN.png;0;attachment;image/png;0
2246;1;2013-05-12 19:19:50;2013-05-12 17:19:50;"";BKFIoIyCQAI2uZJ;"";inherit;open;open;"";bkfioiycqai2uzj;"";"";2017-07-17 12:35:07;2017-07-17 10:35:07;"";0;http://am-news.local/wp-content/uploads/2013/05/BKFIoIyCQAI2uZJ.jpg;0;attachment;image/jpeg;0
2251;1;2013-05-12 19:58:34;2013-05-12 17:58:34;"";BKFTseyCUAAPP3l;"";inherit;open;open;"";bkftseycuaapp3l;"";"";2017-07-17 12:35:06;2017-07-17 10:35:06;"";0;http://am-news.local/wp-content/uploads/2013/05/BKFTseyCUAAPP3l.jpg;0;attachment;image/jpeg;0
2323;1;2013-05-19 13:46:32;2013-05-19 11:46:32;"Es ist mittlerweile wieder eine ganze, ziemlich langeweile her, dass ich hier etwas geschrieben habe.

Das letzte war über die Veränderung in der Küche und bei Facebook. Davor gings um meine Jobsuche. Leider war in den letzten Monat ziemlich verhindern hier etwas zuschreiben.

Ich <em>hatte</em> eine echt tolle <a title=""lost-blinki.tumblr.com"" href=""http://t.co/MlVNebCUXC"">Freundin</a>. Die meine Zeit und mein Leben sehr liebevoll und traumhaft bereichert hat. Naja, wie das manchmal so ist im Leben: Alles hat eine Ende, nur die Wurst hat zwei. ;)

So das war's kurz zum Vergangenen. Seit einer Woche arbeite ich in Berlin. Mit einem kleinem Haken.

Ich suche ein WG-Zimmer für die Zeit von Ende Mai bis Mitte/Ende August. Es wäre toll, wenn ich hier Untermieter werden könnte, in einem möbliertem Zimmer. Ich bin bereit bis zu 400 € Miete (warm) zuzahlen. Minimal sollte das Zimmer 15 m² groß, aber auch nicht größer als 25 m² sein. Außerdem wäre mir eine verkehrsgünstige Lage wichtig, also dass man zu Fuß die nächste U oder S-Bahn-Station erreichen kann.

Ich würde mich sehr freuen, wenn Ihr diesen Beitrag rumshared und verteilt.

Wenn Du ein Angebot für mich hast, schreibe mir einfach.

Skype:[skype-status user_name=""Anton Müller"" button_function=""chat"" use_getskype=""off""]

Mobile: +49 178 33 606 17

Mail: anton@am-news.eu";Möbiliertes WG-Zimmer in Berlin auf Zeit gesucht;"";publish;open;open;"";mobiliertes-wg-zimmer-in-berlin-auf-zeit-gesucht;"";"";2013-05-19 13:46:32;2013-05-19 11:46:32;"";0;http://am-news.eu/?p=2323;0;post;"";0
2337;1;2013-05-19 19:47:30;2013-05-19 17:47:30;"";BKo_WiUCUAEla_-;"";inherit;open;open;"";bko_wiucuaela_;"";"";2017-07-17 12:35:06;2017-07-17 10:35:06;"";0;http://am-news.local/wp-content/uploads/2013/05/BKo_WiUCUAEla_-.jpg;0;attachment;image/jpeg;0
2359;1;2013-05-20 22:04:16;2013-05-20 20:04:16;"";BKu7a4vCMAEWT0k;"";inherit;open;open;"";bku7a4vcmaewt0k;"";"";2017-07-17 12:35:05;2017-07-17 10:35:05;"";0;http://am-news.local/wp-content/uploads/2013/05/BKu7a4vCMAEWT0k.png;0;attachment;image/png;0
2364;1;2013-05-20 22:17:32;2013-05-20 20:17:32;"";BGHPU1ACMAAn8Rt;"";inherit;open;open;"";bghpu1acmaan8rt;"";"";2017-07-17 12:34:55;2017-07-17 10:34:55;"";0;http://am-news.local/wp-content/uploads/2013/05/BGHPU1ACMAAn8Rt.jpg;0;attachment;image/jpeg;0
2407;1;2013-05-20 23:23:25;2013-05-20 21:23:25;"";BKvMg2KCMAAC05C;"";inherit;open;open;"";bkvmg2kcmaac05c;"";"";2017-07-17 12:34:56;2017-07-17 10:34:56;"";0;http://am-news.local/wp-content/uploads/2013/05/BKvMg2KCMAAC05C.jpg;0;attachment;image/jpeg;0
2432;1;2013-05-24 08:33:43;2013-05-24 06:33:43;"";BK4YaXZCQAIY7Se;"";inherit;open;open;"";bk4yaxzcqaiy7se;"";"";2017-07-17 12:34:56;2017-07-17 10:34:56;"";0;http://am-news.local/wp-content/uploads/2013/05/BK4YaXZCQAIY7Se.jpg;0;attachment;image/jpeg;0
2479;1;2013-05-26 02:49:47;2013-05-26 00:49:47;"";BLJeIvVCUAEsO6r;"";inherit;open;open;"";bljeivvcuaeso6r;"";"";2017-07-17 12:34:58;2017-07-17 10:34:58;"";0;http://am-news.local/wp-content/uploads/2013/05/BLJeIvVCUAEsO6r.jpg;0;attachment;image/jpeg;0
2486;1;2013-05-26 15:15:49;2013-05-26 13:15:49;"";BLJh8fOCIAAMAjN;"";inherit;open;open;"";bljh8fociaamajn;"";"";2017-07-17 12:34:58;2017-07-17 10:34:58;"";0;http://am-news.local/wp-content/uploads/2013/05/BLJh8fOCIAAMAjN.jpg;0;attachment;image/jpeg;0
2491;1;2013-05-26 15:15:50;2013-05-26 13:15:50;"";BLJgyI2CcAA1IKw;"";inherit;open;open;"";bljgyi2ccaa1ikw;"";"";2017-07-17 12:34:59;2017-07-17 10:34:59;"";0;http://am-news.local/wp-content/uploads/2013/05/BLJgyI2CcAA1IKw.png;0;attachment;image/png;0
2504;1;2013-05-26 22:36:49;2013-05-26 20:36:49;"";BLN-H6OCQAAbHKE;"";inherit;open;open;"";bln-h6ocqaabhke;"";"";2017-07-17 12:35:00;2017-07-17 10:35:00;"";0;http://am-news.local/wp-content/uploads/2013/05/BLN-H6OCQAAbHKE.jpg;0;attachment;image/jpeg;0
2507;1;2013-05-27 07:31:54;2013-05-27 05:31:54;"";BLPh2F_CUAAnQjD;"";inherit;open;open;"";blph2f_cuaanqjd;"";"";2017-07-17 12:35:03;2017-07-17 10:35:03;"";0;http://am-news.local/wp-content/uploads/2013/05/BLPh2F_CUAAnQjD.jpg;0;attachment;image/jpeg;0
2524;1;2013-05-29 08:23:09;2013-05-29 06:23:09;"";BLP2GajCYAA2zSL;"";inherit;open;open;"";blp2gajcyaa2zsl;"";"";2017-07-17 12:35:03;2017-07-17 10:35:03;"";0;http://am-news.local/wp-content/uploads/2013/05/BLP2GajCYAA2zSL.jpg;0;attachment;image/jpeg;0
2529;1;2013-05-30 00:46:29;2013-05-29 22:46:29;"";BLdsCSnCEAE-fMT;"";inherit;open;open;"";bldscsnceae-fmt;"";"";2017-07-17 12:35:04;2017-07-17 10:35:04;"";0;http://am-news.local/wp-content/uploads/2013/05/BLdsCSnCEAE-fMT.jpg;0;attachment;image/jpeg;0
2561;1;2013-06-03 09:11:31;2013-06-03 07:11:31;"";BL0PaxTCAAEyKKk;"";inherit;open;open;"";bl0paxtcaaeykkk;"";"";2017-07-17 12:34:55;2017-07-17 10:34:55;"";0;http://am-news.local/wp-content/uploads/2013/06/BL0PaxTCAAEyKKk.jpg;0;attachment;image/jpeg;0
2563;1;2013-06-03 14:20:03;2013-06-03 12:20:03;"";BL1RUazCIAAVUy8;"";inherit;open;open;"";bl1ruazciaavuy8;"";"";2017-07-17 12:34:55;2017-07-17 10:34:55;"";0;http://am-news.local/wp-content/uploads/2013/06/BL1RUazCIAAVUy8.png;0;attachment;image/png;0
2575;1;2013-06-03 18:15:53;2013-06-03 16:15:53;"";BL2OctgCYAEYCIF;"";inherit;open;open;"";bl2octgcyaeycif;"";"";2017-07-17 12:34:54;2017-07-17 10:34:54;"";0;http://am-news.local/wp-content/uploads/2013/06/BL2OctgCYAEYCIF.jpg;0;attachment;image/jpeg;0
2630;1;2013-06-05 19:57:25;2013-06-05 17:57:25;"";BMAoEOOCcAAbO-G;"";inherit;open;open;"";bmaoeooccaabo-g;"";"";2017-07-17 12:34:54;2017-07-17 10:34:54;"";0;http://am-news.local/wp-content/uploads/2013/06/BMAoEOOCcAAbO-G.jpg;0;attachment;image/jpeg;0
2705;1;2013-06-10 08:40:39;2013-06-10 06:40:39;"";BMYBEvNCcAEvsk7;"";inherit;open;open;"";bmybevnccaevsk7;"";"";2017-07-17 12:34:47;2017-07-17 10:34:47;"";0;http://am-news.local/wp-content/uploads/2013/06/BMYBEvNCcAEvsk7.jpg;0;attachment;image/jpeg;0
2718;1;2013-06-10 08:47:52;2013-06-10 06:47:52;"";BMYFrABCUAAHjYu;"";inherit;open;open;"";bmyfrabcuaahjyu;"";"";2017-07-17 12:34:46;2017-07-17 10:34:46;"";0;http://am-news.local/wp-content/uploads/2013/06/BMYFrABCUAAHjYu.png;0;attachment;image/png;0
2722;1;2013-06-10 13:48:07;2013-06-10 11:48:07;"";BMYKsMPCAAAkt7P;"";inherit;open;open;"";bmyksmpcaaakt7p;"";"";2017-07-17 12:34:45;2017-07-17 10:34:45;"";0;http://am-news.local/wp-content/uploads/2013/06/BMYKsMPCAAAkt7P.jpg;0;attachment;image/jpeg;0
2724;1;2013-06-10 13:48:07;2013-06-10 11:48:07;"";BMYKsMPCAAAkt7P1;"";inherit;open;open;"";bmyksmpcaaakt7p1;"";"";2017-07-17 12:34:46;2017-07-17 10:34:46;"";0;http://am-news.local/wp-content/uploads/2013/06/BMYKsMPCAAAkt7P1.jpg;0;attachment;image/jpeg;0
2740;1;2013-06-11 00:32:29;2013-06-10 22:32:29;"";BMZi629CIAALbsT;"";inherit;open;open;"";bmzi629ciaalbst;"";"";2017-07-17 12:34:44;2017-07-17 10:34:44;"";0;http://am-news.local/wp-content/uploads/2013/06/BMZi629CIAALbsT.jpg;0;attachment;image/jpeg;0
